DBuid	StrainName	Date added	DNA	DNAextractNo	Species	Strain Background	Modifications	Source	Other notes (all are in ca. 15% glycerol)
AI33	PLU15B. SM	23/02/2012	27/02/2012	20	yeast-like	wild	none	Ana Pinharanda	
AI34	PLU17A.1	23/02/2012	27/02/2012	21	yeast-like	wild	none	Ana Pinharanda	
AI35	PLU17A. SM	23/02/2012	27/02/2012	22	yeast-like	wild	none	Ana Pinharanda	
AI36	PLU19B.1	23/02/2012	27/02/2012	23	yeast-like	wild	none	Ana Pinharanda	
AI37	PLU19B. SM	23/02/2012	27/02/2012	24	yeast-like	wild	none	Ana Pinharanda	
AI38	FGXD.1C	23/02/2012	24/02/2012	1	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI39	FGXD.1D	23/02/2012	24/02/2012	2	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI40	FGXD.1E	23/02/2012	24/02/2012	3	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI41	FGX-ve	23/02/2012	24/02/2012	4	negative control	NA	NA	Heather Robinson	negative control
AI42	ZP530.1A	23/02/2012	24/02/2012	5	S.cerevisiae	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI43	ZP566.1A	23/02/2012	24/02/2012	6	S.cerevisiae	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI44	PYR4E.1C	23/02/2012	24/02/2012	9	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI45	PYR4E.1D	23/02/2012	24/02/2012	10	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI46	PLU5C.1	23/02/2012	24/02/2012	11	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI47	PLU-ve	23/02/2012	24/02/2012	12	negative control	NA	NA	Heather Robinson	negative control
AI48	MB14-ve	23/02/2012	24/02/2012	13	negative control	NA	NA	Heather Robinson	negative control
AI49	MB15D.1	23/02/2012	24/02/2012	14	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI50	MB15D.SM	23/02/2012	24/02/2012	15	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI51	MB4A.1B	23/02/2012	24/02/2012	16	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI52	MB4A.1C	23/02/2012	24/02/2012	17	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI53	MB4B.1D	23/02/2012	24/02/2012	18	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI54	MB4B.1E	23/02/2012	24/02/2012	19	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI55	MB4D.1C	23/02/2012	24/02/2012	21	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI56	MB4D.1D	23/02/2012	24/02/2012	22	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI57	MB7C.1B	23/02/2012	24/02/2012	23	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI58	MB7C.1C	23/02/2012	24/02/2012	24	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI59	FGXD.1C	23/02/2012	24/02/2012	1	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI60	FGXD.1D	23/02/2012	24/02/2012	2	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI61	FGXD.1E	23/02/2012	24/02/2012	3	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI62	FGX-ve	23/02/2012	24/02/2012	4	negative control	NA	NA	Heather Robinson	negative control
AI63	ZP530.1A	23/02/2012	24/02/2012	5	S.cerevisiae	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI64	ZP566.1A	23/02/2012	24/02/2012	6	S.cerevisiae	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI65	PYR4E.1C	23/02/2012	24/02/2012	9	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI66	PYR4E.1D	23/02/2012	24/02/2012	10	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI67	PLU5C.1	23/02/2012	24/02/2012	11	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI68	PLU-ve	23/02/2012	24/02/2012	12	negative control	NA	NA	Heather Robinson	negative control
AI69	MB14-ve	23/02/2012	24/02/2012	13	negative control	NA	NA	Heather Robinson	negative control
AI70	MB15D.1	23/02/2012	24/02/2012	14	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI71	MB15D.SM	23/02/2012	24/02/2012	15	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI72	MB4A.1B	23/02/2012	24/02/2012	16	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI73	MB4A.1C	23/02/2012	24/02/2012	17	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI74	MB4B.1D	23/02/2012	24/02/2012	18	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI75	MB4B.1E	23/02/2012	24/02/2012	19	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI76	MB4D.1C	23/02/2012	24/02/2012	21	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI77	MB4D.1D	23/02/2012	24/02/2012	22	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI78	MB7C.1B	23/02/2012	24/02/2012	23	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI79	MB7C.1C	23/02/2012	24/02/2012	24	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AI80	ZP565.IA.1	09/03/2012	11/03/2012	1	yeast-like	wild	none	Ana Pinharanda	
AI81	OCK5D.1	09/03/2012	11/03/2012	2	yeast-like	wild	none	Ana Pinharanda	
AJ1	OCK5D. SM	09/03/2012	11/03/2012	3	yeast-like	wild	none	Ana Pinharanda	
AJ2	OCKC.1	09/03/2012	11/03/2012	4	yeast-like	wild	none	Ana Pinharanda	
AJ3	OCK5C. SM	09/03/2012	11/03/2012	5	yeast-like	wild	none	Ana Pinharanda	
AJ4	FRI10C. 1	09/03/2012	11/03/2012	6	yeast-like	wild	none	Ana Pinharanda	
AJ5	FRI10C. SM	09/03/2012	11/03/2012	7	yeast-like	wild	none	Ana Pinharanda	
AJ6	FRI11A. 1	09/03/2012	11/03/2012	8	yeast-like	wild	none	Ana Pinharanda	
AJ7	FRI11A. SM	09/03/2012	11/03/2012	9	yeast-like	wild	none	Ana Pinharanda	
AJ8	FRI11B.1	09/03/2012	11/03/2012	10	yeast-like	wild	none	Ana Pinharanda	
AJ9	FRI11B. SM	09/03/2012	11/03/2012	11	yeast-like	wild	none	Ana Pinharanda	
AJ10	FRI12C.1	09/03/2012	11/03/2012	12	yeast-like	wild	none	Ana Pinharanda	
AJ11	FRI12C. SM	09/03/2012	11/03/2012	13	yeast-like	wild	none	Ana Pinharanda	
AJ12	FRI5D.1	09/03/2012	11/03/2012	14	yeast-like	wild	none	Ana Pinharanda	
AJ13	FRI5D. SM	09/03/2012	11/03/2012	15	yeast-like	wild	none	Ana Pinharanda	
AJ14	FRI11D.1	09/03/2012	11/03/2012	16	yeast-like	wild	none	Ana Pinharanda	
AJ15	FRI11D. SM	09/03/2012	11/03/2012	17	yeast-like	wild	none	Ana Pinharanda	
AJ16	FRI15-VE	09/03/2012	11/03/2012	18	yeast-like	wild	none	Ana Pinharanda	
AJ17	PLU20A.1	09/03/2012	11/03/2012	19	yeast-like	wild	none	Ana Pinharanda	
AJ18	PLU20A. SM	09/03/2012	11/03/2012	20	yeast-like	wild	none	Ana Pinharanda	
AJ19	PLU27A.1	09/03/2012	11/03/2012	21	yeast-like	wild	none	Ana Pinharanda	
AJ20	PLU27A. SM	09/03/2012	11/03/2012	22	yeast-like	wild	none	Ana Pinharanda	
AJ21	PLU28A.1	09/03/2012	11/03/2012	23	yeast-like	wild	none	Ana Pinharanda	
AJ22	PLU28A. SM	09/03/2012	11/03/2012	24	yeast-like	wild	none	Ana Pinharanda	
AJ23	ZP565.IA.1	09/03/2012	11/03/2012	1	yeast-like	wild	none	Ana Pinharanda	
AJ24	OCK5D.1	09/03/2012	11/03/2012	2	yeast-like	wild	none	Ana Pinharanda	
AJ25	OCK5D. SM	09/03/2012	11/03/2012	3	yeast-like	wild	none	Ana Pinharanda	
AJ26	OCK5C.1	09/03/2012	11/03/2012	4	yeast-like	wild	none	Ana Pinharanda	
AJ27	OCK5C. SM	09/03/2012	11/03/2012	5	yeast-like	wild	none	Ana Pinharanda	
AJ28	FRI10C.1	09/03/2012	11/03/2012	6	yeast-like	wild	none	Ana Pinharanda	
AJ29	FRI10C. SM	09/03/2012	11/03/2012	7	yeast-like	wild	none	Ana Pinharanda	
AJ30	FRI11A.1	09/03/2012	11/03/2012	8	yeast-like	wild	none	Ana Pinharanda	
AJ31	FRI11A. SM	09/03/2012	11/03/2012	9	yeast-like	wild	none	Ana Pinharanda	
AJ32	FRI11B.1	09/03/2012	11/03/2012	10	yeast-like	wild	none	Ana Pinharanda	
AJ33	FRI11B. SM	09/03/2012	11/03/2012	11	yeast-like	wild	none	Ana Pinharanda	
AJ34	FRI12C.1	09/03/2012	11/03/2012	12	yeast-like	wild	none	Ana Pinharanda	
AJ35	FRI12C. SM	09/03/2012	11/03/2012	13	yeast-like	wild	none	Ana Pinharanda	
AJ36	FRI5D.1	09/03/2012	11/03/2012	14	yeast-like	wild	none	Ana Pinharanda	
AJ37	FRI5D. SM	09/03/2012	11/03/2012	15	yeast-like	wild	none	Ana Pinharanda	
AJ38	FRI11D.1	09/03/2012	11/03/2012	16	yeast-like	wild	none	Ana Pinharanda	
AJ39	FRI11D. SM	09/03/2012	11/03/2012	17	yeast-like	wild	none	Ana Pinharanda	
AJ40	FRI15-VE	09/03/2012	11/03/2012	18	yeast-like	wild	none	Ana Pinharanda	
AJ41	PLU20A.1	09/03/2012	11/03/2012	19	yeast-like	wild	none	Ana Pinharanda	
AJ42	PLU20A. SM	09/03/2012	11/03/2012	20	yeast-like	wild	none	Ana Pinharanda	
AJ43	PLU27A.1	09/03/2012	11/03/2012	21	yeast-like	wild	none	Ana Pinharanda	
AJ44	PLU27A. SM	09/03/2012	11/03/2012	22	yeast-like	wild	none	Ana Pinharanda	
AJ45	PLU28A.1	09/03/2012	11/03/2012	23	yeast-like	wild	none	Ana Pinharanda	
AJ46	PLU28A. SM	09/03/2012	11/03/2012	24	yeast-like	wild	none	Ana Pinharanda	
AJ47	PLU28B.1	09/03/2012	11/03/2012	1	yeast-like	wild	none	Ana Pinharanda	
AJ48	PLU28B. SM	09/03/2012	11/03/2012	2	yeast-like	wild	none	Ana Pinharanda	
AJ49	PLU29A.1	09/03/2012	11/03/2012	3	yeast-like	wild	none	Ana Pinharanda	
AJ50	PLU29A. SM	09/03/2012	11/03/2012	4	yeast-like	wild	none	Ana Pinharanda	
AJ51	PLU WINE-VE	09/03/2012	11/03/2012	5	yeast-like	wild	none	Ana Pinharanda	
AJ52	DAV1E.1	09/03/2012	11/03/2012	6	yeast-like	wild	none	Ana Pinharanda	
AJ53	DAV1E. SM	09/03/2012	11/03/2012	7	yeast-like	wild	none	Ana Pinharanda	
AJ54	DAV1F.1	09/03/2012	11/03/2012	8	yeast-like	wild	none	Ana Pinharanda	
AJ55	DAV1F. SM	09/03/2012	11/03/2012	9	yeast-like	wild	none	Ana Pinharanda	
AJ56	DAV7A.1	09/03/2012	11/03/2012	10	yeast-like	wild	none	Ana Pinharanda	
AJ57	DAV7A. SM	09/03/2012	11/03/2012	11	yeast-like	wild	none	Ana Pinharanda	
AJ58	DAV7B.1	09/03/2012	11/03/2012	12	yeast-like	wild	none	Ana Pinharanda	
AJ59	DAV7B. SM	09/03/2012	11/03/2012	13	yeast-like	wild	none	Ana Pinharanda	
AJ60	DAV7C.1	09/03/2012	11/03/2012	14	yeast-like	wild	none	Ana Pinharanda	
AJ61	DAV7C. SM	09/03/2012	11/03/2012	15	yeast-like	wild	none	Ana Pinharanda	
AJ62	DAV8A.1	09/03/2012	11/03/2012	16	yeast-like	wild	none	Ana Pinharanda	
AJ63	DAV8A. SM	09/03/2012	11/03/2012	17	yeast-like	wild	none	Ana Pinharanda	
AJ64	DAV9A.1	09/03/2012	11/03/2012	18	yeast-like	wild	none	Ana Pinharanda	
AJ65	DAV9A. SM	09/03/2012	11/03/2012	19	yeast-like	wild	none	Ana Pinharanda	
AJ66	DAV9B.1	09/03/2012	11/03/2012	20	yeast-like	wild	none	Ana Pinharanda	
AJ67	DAV9B. SM	09/03/2012	11/03/2012	21	yeast-like	wild	none	Ana Pinharanda	
AJ68	DAV9C.1	09/03/2012	11/03/2012	22	yeast-like	wild	none	Ana Pinharanda	
AJ69	DAV9C. SM	09/03/2012	11/03/2012	23	yeast-like	wild	none	Ana Pinharanda	
AJ70	ZP565.IA.1	09/03/2012	11/03/2012	24	yeast-like	wild	none	Ana Pinharanda	
AJ71	PLU28B1	09/03/2012	11/03/2012	1	yeast-like	wild	none	Ana Pinharanda	
AJ72	PLU28B. SM	09/03/2012	11/03/2012	2	yeast-like	wild	none	Ana Pinharanda	
AJ73	PLU29A.1	09/03/2012	11/03/2012	3	yeast-like	wild	none	Ana Pinharanda	
AJ74	PLU29A. SM	09/03/2012	11/03/2012	4	yeast-like	wild	none	Ana Pinharanda	
AJ75	PLU WINE-VE	09/03/2012	11/03/2012	5	yeast-like	wild	none	Ana Pinharanda	
AJ76	DAV1E.1	09/03/2012	11/03/2012	6	yeast-like	wild	none	Ana Pinharanda	
AJ77	DAV1E. SM	09/03/2012	11/03/2012	7	yeast-like	wild	none	Ana Pinharanda	
AJ78	DAV1F.1	09/03/2012	11/03/2012	8	yeast-like	wild	none	Ana Pinharanda	
AJ79	DAV1F. SM	09/03/2012	11/03/2012	9	yeast-like	wild	none	Ana Pinharanda	
AJ80	DAV7A.1	09/03/2012	11/03/2012	10	yeast-like	wild	none	Ana Pinharanda	
AJ81	DAV7A. SM	09/03/2012	11/03/2012	11	yeast-like	wild	none	Ana Pinharanda	
AK1	DAV7B.1	09/03/2012	11/03/2012	12	yeast-like	wild	none	Ana Pinharanda	
AK2	DAV7B. SM	09/03/2012	11/03/2012	13	yeast-like	wild	none	Ana Pinharanda	
AK3	DAV7C.1	09/03/2012	11/03/2012	14	yeast-like	wild	none	Ana Pinharanda	
AK4	DAV7C. SM	09/03/2012	11/03/2012	15	yeast-like	wild	none	Ana Pinharanda	
AK5	DAV8A.1	09/03/2012	11/03/2012	16	yeast-like	wild	none	Ana Pinharanda	
AK6	DAV8A. SM	09/03/2012	11/03/2012	17	yeast-like	wild	none	Ana Pinharanda	
AK7	DAV9A.1	09/03/2012	11/03/2012	18	yeast-like	wild	none	Ana Pinharanda	
AK8	DAV9A. SM	09/03/2012	11/03/2012	19	yeast-like	wild	none	Ana Pinharanda	
AK9	DAV9B.1	09/03/2012	11/03/2012	20	yeast-like	wild	none	Ana Pinharanda	
AK10	DAV9B. SM	09/03/2012	11/03/2012	21	yeast-like	wild	none	Ana Pinharanda	
AK11	DAV9C.1	09/03/2012	11/03/2012	22	yeast-like	wild	none	Ana Pinharanda	
AK12	DAV9C .SM	09/03/2012	11/03/2012	23	yeast-like	wild	none	Ana Pinharanda	
AK13	ZP565.IA.1	09/03/2012	11/03/2012	24	yeast-like	wild	none	Ana Pinharanda	
AK14	DAV9D.1	09/03/2012	11/03/2012	1	yeast-like	wild	none	Ana Pinharanda	
AK15	DAV9D.SM	09/03/2012	11/03/2012	2	yeast-like	wild	none	Ana Pinharanda	
AK16	DAV10B.1	09/03/2012	11/03/2012	3	yeast-like	wild	none	Ana Pinharanda	
AK17	DAV10B. SM	09/03/2012	11/03/2012	4	yeast-like	wild	none	Ana Pinharanda	
AK18	DAV10C.1	09/03/2012	11/03/2012	5	yeast-like	wild	none	Ana Pinharanda	
AK19	DAV10C. SM	09/03/2012	11/03/2012	6	yeast-like	wild	none	Ana Pinharanda	
AK20	DAV11B.1	09/03/2012	11/03/2012	7	yeast-like	wild	none	Ana Pinharanda	
AK21	DAV11B. SM	09/03/2012	11/03/2012	8	yeast-like	wild	none	Ana Pinharanda	
AK22	DAV11E.1	09/03/2012	11/03/2012	9	yeast-like	wild	none	Ana Pinharanda	
AK23	DAV11E. SM	09/03/2012	11/03/2012	10	yeast-like	wild	none	Ana Pinharanda	
AK24	DAV G-VE	09/03/2012	11/03/2012	11	yeast-like	wild	none	Ana Pinharanda	
AK25	DAV AUX A.1	09/03/2012	11/03/2012	12	yeast-like	wild	none	Ana Pinharanda	
AK26	DAV AUX A. SM	09/03/2012	11/03/2012	13	yeast-like	wild	none	Ana Pinharanda	
AK27	DAV AUX G.1	09/03/2012	11/03/2012	14	yeast-like	wild	none	Ana Pinharanda	
AK28	DAV AUX G.SM	09/03/2012	11/03/2012	15	yeast-like	wild	none	Ana Pinharanda	
AK29	DAV PIN A.1	09/03/2012	11/03/2012	16	yeast-like	wild	none	Ana Pinharanda	
AK30	DAV PIN A.SM	09/03/2012	11/03/2012	17	yeast-like	wild	none	Ana Pinharanda	
AK31	DAV PIN G.1	09/03/2012	11/03/2012	18	yeast-like	wild	none	Ana Pinharanda	
AK32	DAV PIN G. SM	09/03/2012	11/03/2012	19	yeast-like	wild	none	Ana Pinharanda	
AK33	DAV PIN B.1	09/03/2012	11/03/2012	20	yeast-like	wild	none	Ana Pinharanda	
AK34	DAV PIN B.SM	09/03/2012	11/03/2012	21	yeast-like	wild	none	Ana Pinharanda	
AK35	DAV AUX B.1	09/03/2012	11/03/2012	22	yeast-like	wild	none	Ana Pinharanda	
AK36	DAV AUX B.SM	09/03/2012	11/03/2012	23	yeast-like	wild	none	Ana Pinharanda	
AK37	ZP565.IA.1	09/03/2012	11/03/2012	24	yeast-like	wild	none	Ana Pinharanda	
AK38	DAV9D.1	09/03/2012	11/03/2012	1	yeast-like	wild	none	Ana Pinharanda	
AK39	DAV9D.SM	09/03/2012	11/03/2012	2	yeast-like	wild	none	Ana Pinharanda	
AK40	DAV10B.1	09/03/2012	11/03/2012	3	yeast-like	wild	none	Ana Pinharanda	
AK41	DAV10B .SM	09/03/2012	11/03/2012	4	yeast-like	wild	none	Ana Pinharanda	
AK42	DAV10C.1	09/03/2012	11/03/2012	5	yeast-like	wild	none	Ana Pinharanda	
AK43	DAV10C. SM	09/03/2012	11/03/2012	6	yeast-like	wild	none	Ana Pinharanda	
AK44	DAV11B.1	09/03/2012	11/03/2012	7	yeast-like	wild	none	Ana Pinharanda	
AK45	DAV11B. SM	09/03/2012	11/03/2012	8	yeast-like	wild	none	Ana Pinharanda	
AK46	DAV11E.1	09/03/2012	11/03/2012	9	yeast-like	wild	none	Ana Pinharanda	
AK47	DAV11E. SM	09/03/2012	11/03/2012	10	yeast-like	wild	none	Ana Pinharanda	
AK48	DAV G-VE	09/03/2012	11/03/2012	11	yeast-like	wild	none	Ana Pinharanda	
AK49	DAV AUX A.1	09/03/2012	11/03/2012	12	yeast-like	wild	none	Ana Pinharanda	
AK50	DAV AUX A.SM	09/03/2012	11/03/2012	13	yeast-like	wild	none	Ana Pinharanda	
AK51	DAV AUX G.1	09/03/2012	11/03/2012	14	yeast-like	wild	none	Ana Pinharanda	
AK52	DAV AUX G.SM	09/03/2012	11/03/2012	15	yeast-like	wild	none	Ana Pinharanda	
AK53	DAV PIN A.1	09/03/2012	11/03/2012	16	yeast-like	wild	none	Ana Pinharanda	
AK54	DAV PIN A.SM	09/03/2012	11/03/2012	17	yeast-like	wild	none	Ana Pinharanda	
AK55	DAV PIN G.1	09/03/2012	11/03/2012	18	yeast-like	wild	none	Ana Pinharanda	
AK56	DAV PIN G.SM	09/03/2012	11/03/2012	19	yeast-like	wild	none	Ana Pinharanda	
AK57	DAV PIN B.1	09/03/2012	11/03/2012	20	yeast-like	wild	none	Ana Pinharanda	
AK58	DAV PIN B.SM	09/03/2012	11/03/2012	21	yeast-like	wild	none	Ana Pinharanda	
AK59	DAV AUX B.1	09/03/2012	11/03/2012	22	yeast-like	wild	none	Ana Pinharanda	
AK60	DAVAUX B.SM	09/03/2012	11/03/2012	23	yeast-like	wild	none	Ana Pinharanda	
AK61	ZP565.IA.1	09/03/2012	11/03/2012	24	yeast-like	wild	none	Ana Pinharanda	
AK62	PYR7F.SM	11/04/2012	12/04/2012	3	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AK63	ZP530.1A	11/04/2012	12/04/2012	1	S.cerevisiae	wild	none	Heather Robinson	Positive control
AK64	ZP566.1A	11/04/2012	12/04/2012	2	S.cerevisiae	wild	none	Heather Robinson	Positive control
AK65	PYR-ve	11/04/2012	12/04/2012	4	yeast-like	wild	none	Heather Robinson	Negative control
AK66	PAR13A.SM	11/04/2012	12/04/2012	6	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AK67	PAR13A.1	11/04/2012	12/04/2012	7	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AK68	PAR-ve	11/04/2012	12/04/2012	8	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
AK69	PAR10C.SM	11/04/2012	12/04/2012	11	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
